"location.name","treatment.name","event.type","SAMPLE.ID","LAB.ID.x","METHOD","CAS.NUMBER","ANALYTE","RESULT","UNITS","DILUTION","RESULT.REPORTED.TO","MDL","RL","flag","non.detect","duplicate","method.name","event.count","flow.vol.liter","long","lat","COLLECTED","RECEIVED"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC-D","HS24041172-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC-D","HS24041172-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.128,"mg/L",2,"RL",0.02,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC-D","HS24041172-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.153,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC-D","HS24041172-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",514,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.3,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.477,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.14,"mg/L",2,"RL",0.02,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.167,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC","HS24041172-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",520,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W","W2","Outflow","FW-W2-01-OT-ISC-D","HS24041172-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.2,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,-108.6946281,39.18913084,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",2,"RL",0.02,0.1,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.094,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.72,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.104,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",2,"RL",0.02,0.1,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.098,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB","HS24041172-05","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",484,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.7,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.105,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita W",NA,"Inflow","FW-01-IN-GB-D","HS24041172-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",474,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.94,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",610,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Lab Blank",NA,"Lab Blank","BK-FW-01","HS24041172-07","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-12 06:00:00,"16 Apr 2024 10:00"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",3.3,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.142,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.18,"mg/L",2,"RL",0.02,0.1,"H",FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.139,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB","HS24041322-05","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",332,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.7,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.144,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.184,"mg/L",2,"RL",0.02,0.1,"H",FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.144,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Inflow","FB-01-IN-GB-D","HS24041322-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",336,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",3,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.52,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.744,"mg/L",2,"RL",0.02,0.1,"H",FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.6,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC","HS24041322-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",410,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4.6,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.53,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.696,"mg/L",2,"RL",0.02,0.1,"H",FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.601,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita B",NA,"Outflow","FB-01-OT-ISC-D","HS24041322-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",414,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"ISCO","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.57,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.135,"mg/L",1,"RL",0.03,0.1,"H",FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.162,"mg/L",2,"RL",0.02,0.1,"H",FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.143,"mg/L",1,"RL",0.02,0.05,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB","HS24041322-01","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",504,"mg/L",1,"RL",5,10,NA,FALSE,FALSE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.9,"mg/L",1,"RL",0.1,0.5,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.179,"mg/L",1,"RL",0.03,0.1,"H",FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.168,"mg/L",2,"RL",0.02,0.1,"H",FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.579,"mg/L",1,"RL",0.02,0.05,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Fruita NT",NA,"Inflow","FNT-01-IN-GB-D","HS24041322-02","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",412,"mg/L",1,"RL",5,10,NA,FALSE,TRUE,"Grab Sample","Irrigation 1",NA,NA,NA,2024-04-17 16:00:00,"19 Apr 2024 09:35"
"Lab Blank",NA,"Lab Blank","BK-SC-01","HS24041850-13","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-24 23:00:00,"27 Apr 2024 09:30"
"Lab Blank",NA,"Lab Blank","BK-SC-01","HS24041850-13","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-24 23:00:00,"27 Apr 2024 09:30"
"Lab Blank",NA,"Lab Blank","BK-SC-01","HS24041850-13","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,FALSE,FALSE,"Lab Blank","Irrigation 1",NA,NA,NA,2024-04-24 23:00:00,"27 Apr 2024 09:30"
